Posted Date,Letter Issue Date,Company Name,Warning Letter URL,Issuing Office,Subject
"<time datetime=""2022-12-27T14:20:00Z"">12/27/2022</time>
","<time datetime=""2022-12-16T05:00:00Z"">12/16/2022</time>
","VapeL1FE, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vapel1fe-llc-648624-12162022,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2022-12-27T14:20:00Z"">12/27/2022</time>
","<time datetime=""2022-11-28T05:00:00Z"">11/28/2022</time>
",Mike Millenkamp Dairy Cattle,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/mike-millenkamp-dairy-cattle-640782-11282022, Division of Human and Animal Food Operations West II ,"New Animal Drug/Adulterated<br />
"
"<time datetime=""2022-12-27T14:20:00Z"">12/27/2022</time>
","<time datetime=""2022-11-28T05:00:00Z"">11/28/2022</time>
","Bainbridge Beverage West, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/bainbridge-beverage-west-llc-638942-11282022, Division of Human and Animal Food Operations West V,Juice HACCP/CGMP for Foods/Adulterated/Insanitary Conditions
"<time datetime=""2022-12-27T14:20:00Z"">12/27/2022</time>
","<time datetime=""2022-10-06T04:00:00Z"">10/06/2022</time>
",Empowered Diagnostics LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/empowered-diagnostics-llc-638164-10062022,Center for Devices and Radiological Health,Unapproved Products Related to the Coronavirus Disease 2019 (COVID-19)
"<time datetime=""2022-12-27T14:20:00Z"">12/27/2022</time>
","<time datetime=""2022-12-16T05:00:00Z"">12/16/2022</time>
",Green Pharmaceuticals Inc.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/green-pharmaceuticals-inc-635162-12162022, Division of Pharmaceutical Quality Operations IV ,"Drug Product/Adulterated<br />
"
"<time datetime=""2022-12-27T14:20:00Z"">12/27/2022</time>
","<time datetime=""2022-11-18T05:00:00Z"">11/18/2022</time>
",RoyalVibe Health Ltd.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/royalvibe-health-ltd-639553-11182022,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/PMA/Adulterated/Misbranded
"<time datetime=""2022-12-27T14:20:00Z"">12/27/2022</time>
","<time datetime=""2022-11-07T05:00:00Z"">11/07/2022</time>
","Land View, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/land-view-inc-638704-11072022, Division of Human and Animal Food Operations West VI ,CGMP/Medicated Feeds/Adulterated
"<time datetime=""2022-12-27T14:20:00Z"">12/27/2022</time>
","<time datetime=""2022-11-22T05:00:00Z"">11/22/2022</time>
","MD Pharmaceutical Supply, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/md-pharmaceutical-supply-llc-637815-11222022, Division of Pharmaceutical Quality Operations I ,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated
"<time datetime=""2022-12-27T14:20:00Z"">12/27/2022</time>
","<time datetime=""2022-06-01T04:00:00Z"">06/01/2022</time>
","Supreme Fruit Produce, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/supreme-fruit-produce-inc-631972-06012022, Division of Southwest Imports ,Foreign Supplier Verification Program (FSVP)
"<time datetime=""2022-12-22T20:00:00Z"">12/22/2022</time>
","<time datetime=""2022-12-22T05:00:00Z"">12/22/2022</time>
",JP & SN Enterprises Inc. d/b/a eCigs International,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/jp-sn-enterprises-inc-dba-ecigs-international-647315-12222022,Center for Tobacco Products,"Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded<br />
"
"<time datetime=""2022-12-22T20:00:00Z"">12/22/2022</time>
","<time datetime=""2022-12-22T05:00:00Z"">12/22/2022</time>
",BS Vapes LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/bs-vapes-llc-647308-12222022,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2022-12-20T14:20:00Z"">12/20/2022</time>
","<time datetime=""2022-11-08T05:00:00Z"">11/08/2022</time>
","Dollar Tree, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dollar-tree-inc-629509-11082022,Office of Human and Animal Food Operations – West Division 3,Interstate Commerce/Food/Adulterated
"<time datetime=""2022-12-20T14:20:00Z"">12/20/2022</time>
","<time datetime=""2022-11-21T05:00:00Z"">11/21/2022</time>
","Nature’s Way Farms, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/natures-way-farms-llc-641201-11212022,Division of Southwest Imports,Foreign Supplier Verification Program (FSVP)
"<time datetime=""2022-12-20T14:20:00Z"">12/20/2022</time>
","<time datetime=""2022-12-08T05:00:00Z"">12/08/2022</time>
",Nortec Quimica SA,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/nortec-quimica-sa-639894-12082022,Center for Drug Evaluation and Research | CDER,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated
"<time datetime=""2022-12-20T14:20:00Z"">12/20/2022</time>
","<time datetime=""2022-11-30T05:00:00Z"">11/30/2022</time>
",CHS Inc./CHS River Plains,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/chs-incchs-river-plains-642790-11302022, Division of Human and Animal Food Operations West I ,"CGMP/Medicated Feeds/Adulterated<br />
"
"<time datetime=""2022-12-20T14:20:00Z"">12/20/2022</time>
","<time datetime=""2022-12-02T05:00:00Z"">12/02/2022</time>
",DuPont Nutrition USA Inc.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dupont-nutrition-usa-inc-627211-12022022, Division of Pharmaceutical Quality Operations I ,"CGMP/Drug Products/Adulterated<br />
"
"<time datetime=""2022-12-20T14:20:00Z"">12/20/2022</time>
","<time datetime=""2022-11-01T04:00:00Z"">11/01/2022</time>
",Del Valle Import Corp.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/del-valle-import-corp-642784-11012022,Division of Northeast Imports,Foreign Supplier Verification Program (FSVP)
"<time datetime=""2022-12-20T14:20:00Z"">12/20/2022</time>
","<time datetime=""2022-08-25T04:00:00Z"">08/25/2022</time>
",Sree Nidhi Corp,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/sree-nidhi-corp-634266-08252022,Center for Food Safety and Applied Nutrition (CFSAN),Foreign Supplier Verification Program (FSVP)
"<time datetime=""2022-12-20T14:20:00Z"">12/20/2022</time>
","<time datetime=""2022-12-14T05:00:00Z"">12/14/2022</time>
","Adarsh Daswani, M.D.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/adarsh-daswani-md-648606-12142022,Center for Drug Evaluation and Research | CDER,Clinical Investigator
"<time datetime=""2022-12-20T14:20:00Z"">12/20/2022</time>
","<time datetime=""2022-07-27T04:00:00Z"">07/27/2022</time>
","Sagent Pharmaceuticals, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/sagent-pharmaceuticals-inc-636636-07272022,Division Pharmaceutical Quality Operations I,CGMP/Drugs/Adulterated
"<time datetime=""2022-12-15T20:00:00Z"">12/15/2022</time>
","<time datetime=""2022-12-15T05:00:00Z"">12/15/2022</time>
","Vapor E-Cigarette, L.L.C.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vapor-e-cigarette-llc-646876-12152022,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2022-12-15T20:00:00Z"">12/15/2022</time>
","<time datetime=""2022-12-15T05:00:00Z"">12/15/2022</time>
",Vape King Inc.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vape-king-inc-646625-12152022,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2022-12-13T14:20:00Z"">12/13/2022</time>
","<time datetime=""2022-11-21T05:00:00Z"">11/21/2022</time>
",Euphoria Fancy Food Inc.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/euphoria-fancy-food-inc-641801-11212022,Division of Northeast Imports,Foreign Supplier Verification Program (FSVP)
"<time datetime=""2022-12-13T14:20:00Z"">12/13/2022</time>
","<time datetime=""2022-11-22T05:00:00Z"">11/22/2022</time>
",Cecilia Alvarez,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/cecilia-alvarez-643706-11222022,Division of Southwest Imports,Foreign Supplier Verification Program (FSVP)
"<time datetime=""2022-12-13T14:20:00Z"">12/13/2022</time>
","<time datetime=""2022-12-02T05:00:00Z"">12/02/2022</time>
","SV3, LLC d/b/a Mi-One Brands",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/sv3-llc-dba-mi-one-brands-647624-12022022,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2022-12-13T14:20:00Z"">12/13/2022</time>
","<time datetime=""2022-12-07T05:00:00Z"">12/07/2022</time>
",Centrient Pharmaceuticals India Private Limited,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/centrient-pharmaceuticals-india-private-limited-640196-12072022,Center for Drug Evaluation and Research | CDER,"CGMP/Active Pharmaceutical Ingredient (API)/Adulterated<br />
"
"<time datetime=""2022-12-13T14:20:00Z"">12/13/2022</time>
","<time datetime=""2022-11-29T05:00:00Z"">11/29/2022</time>
",Gobwa Exotic Imports Inc.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/gobwa-exotic-imports-inc-641031-11292022,Division of Northeast Imports,Foreign Supplier Verification Program (FSVP)
"<time datetime=""2022-12-13T14:20:00Z"">12/13/2022</time>
","<time datetime=""2022-12-05T05:00:00Z"">12/05/2022</time>
","Thriftmaster Texas, LLC. d/b/a ThriftMaster Global Holdings, Inc. and TM Global Biosciences, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/thriftmaster-texas-llc-dba-thriftmaster-global-holdings-inc-and-tm-global-biosciences-llc-641057,Center for Drug Evaluation and Research | CDER,"Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated Human Foods<br />
"
"<time datetime=""2022-12-08T20:00:00Z"">12/08/2022</time>
","<time datetime=""2022-12-08T05:00:00Z"">12/08/2022</time>
",Vapors of Ohio Inc d/b/a Nostalgic Vapes,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vapors-ohio-inc-dba-nostalgic-vapes-644739-12082022,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2022-12-08T20:00:00Z"">12/08/2022</time>
","<time datetime=""2022-12-08T05:00:00Z"">12/08/2022</time>
",Cloud House Vape,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/cloud-house-vape-647544-12082022,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2022-12-06T14:20:00Z"">12/06/2022</time>
","<time datetime=""2022-11-28T05:00:00Z"">11/28/2022</time>
",AG Hair Limited,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ag-hair-limited-638646-11282022,Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Adulterated
"<time datetime=""2022-12-06T14:20:00Z"">12/06/2022</time>
","<time datetime=""2022-11-22T05:00:00Z"">11/22/2022</time>
",Glenmark Pharmaceuticals Limited,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/glenmark-pharmaceuticals-limited-637314-11222022,Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Adulterated
"<time datetime=""2022-12-06T14:20:00Z"">12/06/2022</time>
","<time datetime=""2022-09-23T04:00:00Z"">09/23/2022</time>
",Saffron USA LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/saffron-usa-llc-629821-09232022, Division of Human and Animal Food Operations East IV ,"Unapproved New Drugs/Misbranded <br />
"
"<time datetime=""2022-12-06T14:20:00Z"">12/06/2022</time>
","<time datetime=""2022-10-24T04:00:00Z"">10/24/2022</time>
",Cryos International USA LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/cryos-international-usa-llc-639696-10242022, Division of Biological Products Operations I ,"Deviations/CFR/Regulations for Human Cells, Tissues &amp; Cellular Products (HCT/Ps)"
"<time datetime=""2022-12-06T14:20:00Z"">12/06/2022</time>
","<time datetime=""2022-10-17T04:00:00Z"">10/17/2022</time>
",Zuland Distributor Corp,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/zuland-distributor-corp-638899-10172022,Division of Southwest Imports,Foreign Supplier Verification Program (FSVP)
"<time datetime=""2022-12-06T14:20:00Z"">12/06/2022</time>
","<time datetime=""2022-11-07T05:00:00Z"">11/07/2022</time>
","Manzela USA, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/manzela-usa-llc-642268-11072022, Division of Southwest Imports ,Foreign Supplier Verification Program (FSVP)
"<time datetime=""2022-12-06T14:20:00Z"">12/06/2022</time>
","<time datetime=""2022-11-07T05:00:00Z"">11/07/2022</time>
",Maliba African Market Corp.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/maliba-african-market-corp-642698-11072022,Division of Northeast Imports,Foreign Supplier Verification Program (FSVP)
"<time datetime=""2022-12-06T14:20:00Z"">12/06/2022</time>
","<time datetime=""2022-11-30T05:00:00Z"">11/30/2022</time>
",Kari Gran Inc.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/kari-gran-inc-640035-11302022,Division of Pharmaceutical Quality Operations IV,CGMP/Finished Pharmaceuticals/Adulterated
"<time datetime=""2022-12-01T20:00:00Z"">12/01/2022</time>
","<time datetime=""2022-12-01T05:00:00Z"">12/01/2022</time>
",Vapor Candy Inc d/b/a The Vape Stop,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vapor-candy-inc-dba-vape-stop-645475-12012022,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2022-11-30T20:00:00Z"">11/30/2022</time>
","<time datetime=""2022-11-30T05:00:00Z"">11/30/2022</time>
",Jayde's Vapor Lounge,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/jaydes-vapor-lounge-645085-11302022,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2022-11-29T14:20:00Z"">11/29/2022</time>
","<time datetime=""2022-11-10T05:00:00Z"">11/10/2022</time>
",Vapor Plus OK LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vapor-plus-ok-llc-646225-11102022,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2022-11-29T14:20:00Z"">11/29/2022</time>
","<time datetime=""2022-11-18T05:00:00Z"">11/18/2022</time>
","""David M. Lubeck, M.D./Arbor Centers for EyeCare",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/david-m-lubeck-mdarbor-centers-eyecare-643531-11182022,Center for Drug Evaluation and Research | CDER,"Clinical Investigator (Sponsor) <br />
"
"<time datetime=""2022-11-29T14:20:00Z"">11/29/2022</time>
","<time datetime=""2022-06-01T04:00:00Z"">06/01/2022</time>
","Jam Jam Services, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/jam-jam-services-inc-630847-06012022,Division of Southeast Imports,Foreign Supplier Verification Program (FSVP)
